REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
BRONG AHAFO,DORMA AHENKRO,2011,COCOYAM,4508.00,5.50,24794.00
BRONG AHAFO,BEREKUM,2011,COCOYAM,4633.00,6.89,31921.37
BRONG AHAFO,TANO NORTH,2011,COCOYAM,1757.00,6.32,11104.24
BRONG AHAFO,TANO SOUTH,2011,COCOYAM,2376.00,6.30,14968.80
BRONG AHAFO,NKORANZA,2011,COCOYAM,588.00,4.10,2410.80
BRONG AHAFO,TECHIMAN MUNICIPAL,2011,COCOYAM,2570.00,5.89,15137.30
BRONG AHAFO,ASUNAFO NORTH,2011,COCOYAM,3701.00,7.63,28238.63
BRONG AHAFO,ASUNAFO SOUTH,2011,COCOYAM,8795.00,7.54,66314.30
BRONG AHAFO,JAMAN NORTH,2011,COCOYAM,873.00,7.05,6154.65
BRONG AHAFO,JAMAN SOUTH,2011,COCOYAM,2520.00,6.98,17589.60
BRONG AHAFO,KINTAMPO NORTH,2011,COCOYAM,213.00,5.00,1065.00
BRONG AHAFO,KINTAMPO SOUTH,2011,COCOYAM,350.00,5.50,1925.00
BRONG AHAFO, SUNYANI MUNICIPAL ,2011,PLANTAIN,5552.00,12.11,67234.72
BRONG AHAFO,ASUTIFI,2011,PLANTAIN,18549.00,16.85,312550.65
BRONG AHAFO, WENCHI MUNICIPAL ,2011,PLANTAIN,965.00,7.58,7314.70
BRONG AHAFO,DORMA AHENKRO,2011,PLANTAIN,4558.00,10.20,46491.60
BRONG AHAFO,BEREKUM,2011,PLANTAIN,3397.00,9.74,33086.78
BRONG AHAFO,TANO NORTH,2011,PLANTAIN,4070.00,12.44,50630.80
BRONG AHAFO,TANO SOUTH,2011,PLANTAIN,4100.00,12.02,49282.00
BRONG AHAFO,NKORANZA,2011,PLANTAIN,515.00,7.20,3708.00
BRONG AHAFO,TECHIMAN MUNICIPAL,2011,PLANTAIN,8210.00,9.98,81935.80
BRONG AHAFO,ASUNAFO NORTH,2011,PLANTAIN,10410.00,18.21,189566.10
BRONG AHAFO,ASUNAFO SOUTH,2011,PLANTAIN,10670.00,19.30,205931.00
BRONG AHAFO,JAMAN NORTH,2011,PLANTAIN,521.00,9.00,4689.00
BRONG AHAFO,JAMAN SOUTH,2011,PLANTAIN,1221.00,8.50,10378.50
BRONG AHAFO,KINTAMPO NORTH,2011,PLANTAIN,45.00,6.80,306.00
BRONG AHAFO,KINTAMPO SOUTH,2011,PLANTAIN,51.00,7.96,405.96
BRONG AHAFO,ATEBUBU -AMANTIN,2011,PLANTAIN,10.00,0.80,8.00
BRONG AHAFO,TAIN,2011,PLANTAIN,57.00,6.50,370.50
BRONG AHAFO, WENCHI MUNICIPAL ,2011,GROUNDNUT,755.00,0.80,604.00
BRONG AHAFO,SENE,2011,GROUNDNUT,2880.00,1.08,3110.40
BRONG AHAFO,NKORANZA,2011,GROUNDNUT,1905.00,0.90,1714.50
BRONG AHAFO,TECHIMAN MUNICIPAL,2011,GROUNDNUT,659.00,0.89,586.51
BRONG AHAFO,KINTAMPO NORTH,2011,GROUNDNUT,1910.00,1.32,2521.20
BRONG AHAFO,ATEBUBU -AMANTIN,2011,GROUNDNUT,1424.00,1.52,2164.48
BRONG AHAFO,PRU,2011,GROUNDNUT,1594.00,1.43,2279.42
BRONG AHAFO,TAIN,2011,GROUNDNUT,595.00,1.20,714.00
BRONG AHAFO, WENCHI MUNICIPAL ,2011,COWPEA,2253.00,0.85,1915.05
BRONG AHAFO,NKORANZA,2011,COWPEA,2687.00,0.80,2149.60
BRONG AHAFO,TECHIMAN MUNICIPAL,2011,COWPEA,980.00,1.09,1068.20
BRONG AHAFO,KINTAMPO NORTH,2011,COWPEA,850.00,1.20,1020.00
BRONG AHAFO,ATEBUBU -AMANTIN,2011,COWPEA,470.00,1.25,587.50
BRONG AHAFO,TAIN,2011,COWPEA,450.00,1.20,540.00
UPPER WEST,WA WEST,2011,MILLET,6838.10,0.40,2735.24
UPPER WEST,WA EAST,2011,MILLET,6476.19,0.75,4857.14
UPPER WEST,WA MUNICIPAL,2011,MILLET,6600.00,1.04,6886.96
UPPER WEST,LAWRA,2011,MILLET,12190.48,1.20,14628.57
UPPER WEST,SISSALA EAST,2011,MILLET,4342.86,1.70,7382.86
UPPER WEST,SISSALA WEST,2011,MILLET,4619.05,0.90,4157.14
UPPER WEST,JIRAPA-LAMBUSSIE,2011,MILLET,13754.00,0.40,5501.60
UPPER WEST,NADOWLI,2011,MILLET,9085.71,0.90,8177.14
UPPER WEST,WA WEST,2011,SORGHUM,6461.54,0.70,4523.08
UPPER WEST,WA EAST,2011,SORGHUM,3920.00,0.80,3136.00
UPPER WEST,WA MUNICIPAL,2011,SORGHUM,6107.69,0.90,5496.92
UPPER WEST,LAWRA,2011,SORGHUM,39495.91,0.88,34756.40
UPPER WEST,SISSALA EAST,2011,SORGHUM,985.00,1.20,1182.00
UPPER WEST,SISSALA WEST,2011,SORGHUM,8492.31,0.80,6793.85
UPPER WEST,JIRAPA-LAMBUSSIE,2011,SORGHUM,17853.00,0.54,9613.15
UPPER WEST,NADOWLI,2011,SORGHUM,18123.08,0.85,15334.91
UPPER WEST,WA WEST,2011,GROUNDNUT,19030.00,1.40,26642.00
UPPER WEST,WA EAST,2011,GROUNDNUT,12495.00,1.10,13744.50
UPPER WEST,WA MUNICIPAL,2011,GROUNDNUT,15320.00,1.20,18384.00
UPPER WEST,LAWRA,2011,GROUNDNUT,15790.20,1.40,22106.28
UPPER WEST,SISSALA EAST,2011,GROUNDNUT,10980.00,1.30,14274.00
UPPER WEST,SISSALA WEST,2011,GROUNDNUT,7850.00,1.60,12560.00
UPPER WEST,JIRAPA-LAMBUSSIE,2011,GROUNDNUT,21320.00,1.30,27716.00
UPPER WEST,NADOWLI,2011,GROUNDNUT,29820.00,0.90,26838.00
UPPER WEST,WA WEST,2011,COWPEA,4608.00,1.00,4608.00
UPPER WEST,WA EAST,2011,COWPEA,5292.00,0.90,4762.80
UPPER WEST,WA MUNICIPAL,2011,COWPEA,4296.00,1.30,5584.80
UPPER WEST,LAWRA,2011,COWPEA,4680.00,1.30,6084.00
UPPER WEST,SISSALA EAST,2011,COWPEA,10368.00,1.10,11404.80
UPPER WEST,SISSALA WEST,2011,COWPEA,11100.00,1.10,12210.00
UPPER WEST,JIRAPA-LAMBUSSIE,2011,COWPEA,11959.50,1.00,11959.50
UPPER WEST,NADOWLI,2011,COWPEA,23652.00,1.20,28382.40
UPPER EAST,BUILSA,2011,MILLET,8850.00,0.89,7876.50
UPPER EAST,KASINA-NANKANA,2011,MILLET,11000.00,0.80,8800.00
UPPER EAST,BOLGATANGA MUNICIPAL,2011,MILLET,4540.00,0.97,4403.80
UPPER EAST,BAWKU MUNICIPAL,2011,MILLET,11750.00,1.00,11750.00
UPPER EAST,BAWKU WEST,2011,MILLET,8520.00,0.90,7668.00
UPPER EAST,BONGO,2011,MILLET,3530.00,0.68,2400.40
UPPER EAST,GARU TEMPANE,2011,MILLET,7640.00,0.64,4889.60
UPPER EAST,TALENSI NABDAM,2011,MILLET,4270.00,0.64,2732.80
UPPER EAST,BUILSA,2011,SORGHUM,9280.00,1.00,9280.00
UPPER EAST,KASINA-NANKANA,2011,SORGHUM,15060.00,1.42,21385.20
UPPER EAST,BOLGATANGA MUNICIPAL,2011,SORGHUM,4420.00,1.01,4464.20
UPPER EAST,BAWKU MUNICIPAL,2011,SORGHUM,8690.00,0.80,6952.00
UPPER EAST,BAWKU WEST,2011,SORGHUM,11620.00,0.98,11387.60
UPPER EAST,BONGO,2011,SORGHUM,5460.00,0.73,3985.80
UPPER EAST,GARU TEMPANE,2011,SORGHUM,7800.00,0.95,7410.00
UPPER EAST,TALENSI NABDAM,2011,SORGHUM,3900.00,1.20,4680.00
UPPER EAST,BUILSA,2011,GROUNDNUT,9200.00,1.20,11040.00
UPPER EAST,KASINA-NANKANA,2011,GROUNDNUT,14290.00,0.50,7145.00
UPPER EAST,BOLGATANGA MUNICIPAL,2011,GROUNDNUT,10350.00,0.79,8176.50
UPPER EAST,BAWKU MUNICIPAL,2011,GROUNDNUT,16010.00,0.70,11207.00
UPPER EAST,BAWKU WEST,2011,GROUNDNUT,9460.00,0.90,8514.00
UPPER EAST,BONGO,2011,GROUNDNUT,6350.00,0.64,4064.00
UPPER EAST,GARU TEMPANE,2011,GROUNDNUT,5850.00,0.35,2047.50
UPPER EAST,TALENSI NABDAM,2011,GROUNDNUT,4330.00,1.00,4330.00
UPPER EAST,BUILSA,2011,COWPEA,3440.00,0.40,1376.00
UPPER EAST,KASINA-NANKANA,2011,COWPEA,1670.00,0.60,1002.00
UPPER EAST,BOLGATANGA MUNICIPAL,2011,COWPEA,3200.00,0.46,1472.00
UPPER EAST,BAWKU MUNICIPAL,2011,COWPEA,3440.00,0.60,2064.00
UPPER EAST,BAWKU WEST,2011,COWPEA,4580.00,1.00,4580.00
UPPER EAST,BONGO,2011,COWPEA,1560.00,1.00,1560.00
UPPER EAST,GARU TEMPANE,2011,COWPEA,5500.00,0.52,2860.00
UPPER EAST,TALENSI NABDAM,2011,COWPEA,2490.00,0.40,996.00
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2012,MAIZE,720.00,1.13,813.60
WESTERN,SHAMA ,2012,MAIZE,370.00,1.11,410.70
WESTERN,AHANTA WEST,2012,MAIZE,1490.00,1.17,1743.30
WESTERN,MPORHOR WASSA EAST,2012,MAIZE,2060.00,1.33,2739.80
WESTERN,TARKWA NSUAEM,2012,MAIZE,1200.00,1.20,1440.00
WESTERN,PRESTEA HUNI-VALLEY,2012,MAIZE,1250.00,1.21,1512.50
WESTERN,NZEMA EAST,2012,MAIZE,1650.00,1.35,2227.50
WESTERN,ELLEMBELE,2012,MAIZE,810.00,1.27,1028.70
WESTERN,JOMORO,2012,MAIZE,920.00,1.28,1177.60
WESTERN,AMENFI EAST,2012,MAIZE,4670.00,1.40,6538.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2012,MAIZE,4340.00,1.42,6162.80
WESTERN,AOWIN -SUAMAN,2012,MAIZE,7875.00,1.49,11733.75
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2012,MAIZE,4740.00,1.43,6778.20
WESTERN,SEFWI-WIAWSO,2012,MAIZE,5270.00,1.48,7799.60
WESTERN,AKONTOMBRA,2012,MAIZE,3775.00,1.45,5473.75
WESTERN,BIA,2012,MAIZE,5241.00,2.75,14412.75
WESTERN,JUABESO,2012,MAIZE,7080.00,1.53,10832.40
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2012,RICE,90.00,1.00,90.00
WESTERN,SHAMA ,2012,RICE,110.00,1.14,125.40
WESTERN,AHANTA WEST,2012,RICE,110.00,1.20,132.00
WESTERN,MPORHOR WASSA EAST,2012,RICE,119.00,1.21,143.99
WESTERN,TARKWA NSUAEM,2012,RICE,905.00,1.18,1067.90
WESTERN,PRESTEA HUNI-VALLEY,2012,RICE,1192.00,1.21,1442.32
WESTERN,NZEMA EAST,2012,RICE,301.00,1.20,361.20
WESTERN,ELLEMBELE,2012,RICE,780.00,1.13,881.40
WESTERN,JOMORO,2012,RICE,1000.00,1.20,1200.00
WESTERN,AMENFI EAST,2012,RICE,1225.00,1.18,1445.50
WESTERN,AMENFI  WEST (WASSA AMENFI),2012,RICE,1432.00,1.00,1432.00
WESTERN,AOWIN -SUAMAN,2012,RICE,1825.00,1.35,2463.75
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2012,RICE,1655.00,1.15,1903.25
WESTERN,SEFWI-WIAWSO,2012,RICE,2810.00,1.35,3793.50
WESTERN,AKONTOMBRA,2012,RICE,1250.00,1.22,1525.00
WESTERN,BIA,2012,RICE,2100.00,1.31,2751.00
WESTERN,JUABESO,2012,RICE,2905.00,1.62,4706.10
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2012,CASSAVA,1750.00,7.58,13265.00
WESTERN,SHAMA ,2012,CASSAVA,1455.00,10.20,14841.00
WESTERN,AHANTA WEST,2012,CASSAVA,4160.00,9.21,38313.60
WESTERN,MPORHOR WASSA EAST,2012,CASSAVA,5760.00,10.57,60883.20
WESTERN,TARKWA NSUAEM,2012,CASSAVA,3985.00,7.20,28692.00
WESTERN,PRESTEA HUNI-VALLEY,2012,CASSAVA,2182.00,9.70,21165.40
WESTERN,NZEMA EAST,2012,CASSAVA,5940.00,8.70,51678.00
WESTERN,ELLEMBELE,2012,CASSAVA,3243.00,8.12,26333.16
WESTERN,JOMORO,2012,CASSAVA,4840.00,9.40,45496.00
WESTERN,AMENFI EAST,2012,CASSAVA,5310.00,8.50,45135.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2012,CASSAVA,3560.00,9.35,33286.00
WESTERN,AOWIN -SUAMAN,2012,CASSAVA,11280.00,8.00,90240.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2012,CASSAVA,7500.00,10.00,75000.00
WESTERN,SEFWI-WIAWSO,2012,CASSAVA,5740.00,10.50,60270.00
WESTERN,AKONTOMBRA,2012,CASSAVA,4210.00,7.44,31322.40
WESTERN,BIA,2012,CASSAVA,2637.00,7.23,19065.51
WESTERN,JUABESO,2012,CASSAVA,5840.00,10.70,62488.00
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2012,YAM,35.00,4.80,168.00
WESTERN,SHAMA ,2012,YAM,50.00,3.85,192.50
WESTERN,AHANTA WEST,2012,YAM,35.00,4.70,164.50
WESTERN,MPORHOR WASSA EAST,2012,YAM,210.00,4.90,1029.00
WESTERN,TARKWA NSUAEM,2012,YAM,190.00,5.85,1111.50
WESTERN,PRESTEA HUNI-VALLEY,2012,YAM,105.00,5.90,619.50
WESTERN,NZEMA EAST,2012,YAM,40.00,4.75,190.00
WESTERN,ELLEMBELE,2012,YAM,30.00,3.90,117.00
WESTERN,JOMORO,2012,YAM,25.00,4.85,121.25
WESTERN,AMENFI EAST,2012,YAM,540.00,7.40,3996.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2012,YAM,610.00,7.00,4270.00
WESTERN,AOWIN -SUAMAN,2012,YAM,850.00,7.10,6035.00
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2012,YAM,2610.00,7.85,20488.50
WESTERN,SEFWI-WIAWSO,2012,YAM,1740.00,8.95,15573.00
WESTERN,AKONTOMBRA,2012,YAM,1320.00,7.50,9900.00
WESTERN,BIA,2012,YAM,1552.00,7.50,11640.00
WESTERN,JUABESO,2012,YAM,1780.00,10.25,18245.00
CENTRAL,UPPER DENKYIRA EAST,2012,MAIZE,4113.00,1.80,7403.40
CENTRAL,UPPER DENKYIRA WEST,2012,MAIZE,6170.00,1.85,11414.50
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2012,MAIZE,5235.00,2.41,12616.35
CENTRAL,ASSIN SOUTH,2012,MAIZE,3730.00,2.70,10071.00
CENTRAL,ASSIN NORTH,2012,MAIZE,11758.00,1.51,17754.58
CENTRAL,ABURA-ASEBU-KWAMANKESE,2012,MAIZE,4912.36,2.10,10315.96
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2012,MAIZE,5520.00,2.25,12420.00
CENTRAL,MFANTSIMAN,2012,MAIZE,7417.00,2.18,16169.06
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2012,MAIZE,14276.00,1.70,24269.20
CENTRAL,AJUMAKO-ENYAN-ESIAM,2012,MAIZE,4890.00,1.98,9682.20
CENTRAL,EFFUTU (WINNEBA),2012,MAIZE,6209.00,1.73,10741.57
CENTRAL,AWUTU-SENYA,2012,MAIZE,11530.00,1.73,19946.90
CENTRAL,GOMOA WEST,2012,MAIZE,2793.00,1.90,5306.70
CENTRAL,GOMOA EAST,2012,MAIZE,3413.00,1.90,6484.70
CENTRAL,CAPE COAST,2012,MAIZE,8218.00,1.25,10272.50
CENTRAL,AGONA WEST (SWEDRU),2012,MAIZE,2400.00,1.50,3600.00
CENTRAL,AGONA EAST,2012,MAIZE,2400.00,1.50,3600.00
CENTRAL,UPPER DENKYIRA EAST,2012,RICE,233.00,1.05,244.65
CENTRAL,UPPER DENKYIRA WEST,2012,RICE,432.00,1.05,453.60
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2012,RICE,498.00,1.10,547.80
CENTRAL,ASSIN SOUTH,2012,RICE,210.00,4.00,840.00
CENTRAL,ASSIN NORTH,2012,RICE,104.00,3.76,391.04
CENTRAL,ABURA-ASEBU-KWAMANKESE,2012,RICE,110.00,1.70,187.00
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2012,RICE,44.00,1.30,57.20
CENTRAL,GOMOA EAST,2012,RICE,100.00,5.00,500.00
CENTRAL,UPPER DENKYIRA EAST,2012,CASSAVA,2582.00,18.70,48283.40
CENTRAL,UPPER DENKYIRA WEST,2012,CASSAVA,5486.00,18.70,102588.20
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2012,CASSAVA,7742.00,21.80,168775.60
CENTRAL,ASSIN SOUTH,2012,CASSAVA,3472.00,35.85,124471.20
CENTRAL,ASSIN NORTH,2012,CASSAVA,6194.00,13.68,84733.92
CENTRAL,ABURA-ASEBU-KWAMANKESE,2012,CASSAVA,4596.92,8.24,37878.62
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2012,CASSAVA,5120.00,14.50,74240.00
CENTRAL,MFANTSIMAN,2012,CASSAVA,9821.00,13.98,137297.58
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2012,CASSAVA,16078.00,15.00,241170.00
CENTRAL,AJUMAKO-ENYAN-ESIAM,2012,CASSAVA,4972.00,16.57,82386.04
CENTRAL,EFFUTU (WINNEBA),2012,CASSAVA,8868.00,13.44,119185.92
CENTRAL,AWUTU-SENYA,2012,CASSAVA,21713.00,13.44,291822.72
CENTRAL,GOMOA WEST,2012,CASSAVA,1465.00,15.53,22751.45
CENTRAL,GOMOA EAST,2012,CASSAVA,2720.00,15.53,42241.60
CENTRAL,CAPE COAST,2012,CASSAVA,7339.00,16.80,123295.20
CENTRAL,AGONA WEST (SWEDRU),2012,CASSAVA,2314.00,15.00,34710.00
CENTRAL,AGONA EAST,2012,CASSAVA,1894.00,15.00,28410.00
CENTRAL,UPPER DENKYIRA EAST,2012,YAM,156.00,5.12,798.72
CENTRAL,UPPER DENKYIRA WEST,2012,YAM,253.00,5.12,1295.36
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2012,YAM,352.00,4.10,1443.20
CENTRAL,ASSIN SOUTH,2012,YAM,64.00,6.22,398.08
CENTRAL,ASSIN NORTH,2012,YAM,319.00,5.50,1754.50
CENTRAL,ABURA-ASEBU-KWAMANKESE,2012,YAM,517.00,6.30,3257.10
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2012,YAM,20.05,5.50,110.28
CENTRAL,AJUMAKO-ENYAN-ESIAM,2012,YAM,620.00,4.22,2616.40
CENTRAL,EFFUTU (WINNEBA),2012,YAM,62.00,5.64,349.68
CENTRAL,AWUTU-SENYA,2012,YAM,145.00,5.64,817.80
CENTRAL,GOMOA WEST,2012,YAM,31.00,6.17,191.27
CENTRAL,GOMOA EAST,2012,YAM,31.00,6.17,191.27
CENTRAL,AGONA WEST (SWEDRU),2012,YAM,208.00,8.60,1788.80
CENTRAL,AGONA EAST,2012,YAM,192.00,8.60,1651.20
EASTERN,BIRIM SOUTH,2012,MAIZE,6145.00,2.50,15362.50
EASTERN,BIRIM CENTRAL,2012,MAIZE,8750.00,2.50,21875.00
EASTERN,WEST AKIM,2012,MAIZE,14158.00,3.44,48703.52
EASTERN,SUHUM KRABOA COALTAR,2012,MAIZE,8562.00,2.20,18836.40
EASTERN,AKUAPIM SOUTH,2012,MAIZE,6728.00,2.25,15138.00
EASTERN,AKUAPIM NORTH,2012,MAIZE,9303.00,2.40,22327.20
EASTERN,NEW JUABEN,2012,MAIZE,5327.00,2.20,11719.40
EASTERN,YILO KROBO,2012,MAIZE,9146.00,1.90,17377.40
EASTERN,EAST AKIM,2012,MAIZE,6067.00,2.10,12740.70
EASTERN,ATIWA,2012,MAIZE,6813.00,2.33,15874.29
EASTERN,KWAEBIBIREM,2012,MAIZE,6753.00,2.40,16207.20
EASTERN,BIRIM NORTH,2012,MAIZE,4564.00,2.00,9128.00
EASTERN,AKYEMANSA,2012,MAIZE,6413.00,2.00,12826.00
EASTERN,KWAHU WEST,2012,MAIZE,4175.00,2.20,9185.00
EASTERN,KWAHU SOUTH,2012,MAIZE,4412.00,2.15,9485.80
EASTERN,KWAHU EAST,2012,MAIZE,3005.00,2.15,6460.75
EASTERN,FANTEAKWA,2012,MAIZE,16730.00,1.80,30114.00
EASTERN,AFRAM PLAINS,2012,MAIZE,27120.00,2.50,67800.00
EASTERN,ASUOGYAMAN,2012,MAIZE,8898.00,1.80,16016.40
EASTERN,LOWER MANYA KROBO,2012,MAIZE,5360.00,2.05,10988.00
EASTERN,UPPER MANYA KROBO,2012,MAIZE,8396.00,2.05,17211.80
EASTERN,BIRIM SOUTH,2012,RICE,1240.00,3.30,4092.00
EASTERN,BIRIM CENTRAL,2012,RICE,1670.00,3.30,5511.00
EASTERN,WEST AKIM,2012,RICE,15.00,2.80,42.00
EASTERN,EAST AKIM,2012,RICE,30.00,2.80,84.00
EASTERN,ATIWA,2012,RICE,140.00,2.80,392.00
EASTERN,KWAEBIBIREM,2012,RICE,860.00,3.30,2838.00
EASTERN,BIRIM NORTH,2012,RICE,678.00,3.80,2576.40
EASTERN,AKYEMANSA,2012,RICE,975.00,3.80,3705.00
EASTERN,KWAHU WEST,2012,RICE,43.00,3.30,141.90
EASTERN,FANTEAKWA,2012,RICE,15.00,, -   
EASTERN,AFRAM PLAINS,2012,RICE,90.00,2.50,225.00
EASTERN,LOWER MANYA KROBO,2012,RICE,604.00,3.20,1932.80
EASTERN,UPPER MANYA KROBO,2012,RICE,946.00,3.20,3027.20
EASTERN,BIRIM SOUTH,2012,CASSAVA,5830.00,21.00,122430.00
EASTERN,BIRIM CENTRAL,2012,CASSAVA,8005.00,21.00,168105.00
EASTERN,WEST AKIM,2012,CASSAVA,14312.00,27.30,390717.60
EASTERN,SUHUM KRABOA COALTAR,2012,CASSAVA,11050.00,25.00,276250.00
EASTERN,AKUAPIM SOUTH,2012,CASSAVA,6725.00,24.70,166107.50
EASTERN,AKUAPIM NORTH,2012,CASSAVA,10900.00,25.80,281220.00
EASTERN,NEW JUABEN,2012,CASSAVA,4755.00,17.00,80835.00
EASTERN,YILO KROBO,2012,CASSAVA,10857.00,16.00,173712.00
EASTERN,EAST AKIM,2012,CASSAVA,7514.00,21.00,157794.00
EASTERN,ATIWA,2012,CASSAVA,7842.00,34.56,271019.52
EASTERN,KWAEBIBIREM,2012,CASSAVA,8356.00,19.00,158764.00
EASTERN,BIRIM NORTH,2012,CASSAVA,4924.00,21.50,105866.00
EASTERN,AKYEMANSA,2012,CASSAVA,7085.00,21.00,148785.00
EASTERN,KWAHU WEST,2012,CASSAVA,7850.00,25.00,196250.00
EASTERN,KWAHU SOUTH,2012,CASSAVA,6229.00,15.50,96549.50
EASTERN,KWAHU EAST,2012,CASSAVA,5325.00,15.50,82537.50
EASTERN,FANTEAKWA,2012,CASSAVA,17729.00,22.00,390038.00
EASTERN,AFRAM PLAINS,2012,CASSAVA,19243.00,24.00,461832.00
EASTERN,ASUOGYAMAN,2012,CASSAVA,10910.00,20.00,218200.00
EASTERN,LOWER MANYA KROBO,2012,CASSAVA,4225.00,20.00,84500.00
EASTERN,UPPER MANYA KROBO,2012,CASSAVA,6625.00,20.00,132500.00
EASTERN,BIRIM SOUTH,2012,YAM,350.00,17.00,5950.00
EASTERN,BIRIM CENTRAL,2012,YAM,480.00,17.00,8160.00
EASTERN,WEST AKIM,2012,YAM,1178.00,18.00,21204.00
EASTERN,SUHUM KRABOA COALTAR,2012,YAM,215.00,16.00,3440.00
EASTERN,AKUAPIM SOUTH,2012,YAM,192.00,16.00,3072.00
EASTERN,AKUAPIM NORTH,2012,YAM,120.00,15.00,1800.00
EASTERN,NEW JUABEN,2012,YAM,100.00,16.00,1600.00
EASTERN,YILO KROBO,2012,YAM,1419.00,16.00,22704.00
EASTERN,EAST AKIM,2012,YAM,458.00,16.00,7328.00
EASTERN,ATIWA,2012,YAM,460.00,15.00,6900.00
EASTERN,KWAEBIBIREM,2012,YAM,265.00,15.00,3975.00
EASTERN,BIRIM NORTH,2012,YAM,674.00,14.78,9961.72
EASTERN,AKYEMANSA,2012,YAM,970.00,15.30,14841.00
EASTERN,KWAHU WEST,2012,YAM,1214.00,15.00,18210.00
EASTERN,KWAHU SOUTH,2012,YAM,541.00,18.20,9846.20
EASTERN,KWAHU EAST,2012,YAM,505.00,17.80,8989.00
EASTERN,FANTEAKWA,2012,YAM,2322.00,14.80,34365.60
EASTERN,AFRAM PLAINS,2012,YAM,25808.00,18.50,477448.00
EASTERN,ASUOGYAMAN,2012,YAM,1430.00,16.80,24024.00
EASTERN,LOWER MANYA KROBO,2012,YAM,541.00,18.50,10008.50
EASTERN,UPPER MANYA KROBO,2012,YAM,850.00,18.70,15895.00
VOLTA,NORTH TONGU,2012,MAIZE,2054.00,1.53,3142.62
VOLTA,SOUTH TONGU (SOGAKOPE),2012,MAIZE,1779.00,1.50,2668.50
VOLTA,AKATSI,2012,MAIZE,2866.00,1.92,5502.72
VOLTA,KETA MUNICIPAL,2012,MAIZE,810.00,1.15,931.50
VOLTA,KETU NORTH,2012,MAIZE,2399.00,2.13,5109.87
VOLTA,KETU SOUTH,2012,MAIZE,1355.00,1.32,1788.60
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2012,MAIZE,2957.00,1.47,4346.79
VOLTA,SOUTH DAYI,2012,MAIZE,2129.00,1.49,3172.21
VOLTA,HOHOE MUNICIPAL,2012,MAIZE,7641.00,2.31,17650.71
VOLTA,JASIKAN,2012,MAIZE,2260.00,2.30,5198.00
VOLTA,BIAKOYE,2012,MAIZE,2330.00,2.31,5382.30
VOLTA,KADJEBI,2012,MAIZE,3405.40,2.27,7730.26
VOLTA,NKWANTA NORTH,2012,MAIZE,3371.00,1.20,4045.20
VOLTA,NKWANTA SOUTH,2012,MAIZE,3350.00,1.21,4053.50
VOLTA,KRACHI WEST,2012,MAIZE,2429.00,1.19,2885.65
VOLTA,KRACHI EAST,2012,MAIZE,1802.50,1.23,2217.08
VOLTA,HO MUNICIPAL,2012,MAIZE,2933.00,1.50,4399.50
VOLTA,ADAKLU ANYIGBE,2012,MAIZE,2372.00,1.98,4696.56
VOLTA,NORTH TONGU,2012,RICE,1050.00,2.43,2551.50
VOLTA,SOUTH TONGU (SOGAKOPE),2012,RICE,322.00,3.00,966.00
VOLTA,KETU NORTH,2012,RICE,2447.00,5.10,12479.70
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2012,RICE,548.00,2.72,1490.56
VOLTA,SOUTH DAYI,2012,RICE,405.00,2.00,810.00
VOLTA,HOHOE MUNICIPAL,2012,RICE,6520.00,3.17,20668.40
VOLTA,JASIKAN,2012,RICE,3007.00,3.30,9923.10
VOLTA,BIAKOYE,2012,RICE,2258.00,3.40,7677.20
VOLTA,KADJEBI,2012,RICE,2300.00,3.25,7475.00
VOLTA,NKWANTA NORTH,2012,RICE,1440.00,3.14,4521.60
VOLTA,NKWANTA SOUTH,2012,RICE,1620.00,3.11,5038.20
VOLTA,KRACHI WEST,2012,RICE,1339.00,2.43,3253.77
VOLTA,KRACHI EAST,2012,RICE,1264.00,2.89,3652.96
VOLTA,HO MUNICIPAL,2012,RICE,432.00,2.65,1144.80
VOLTA,ADAKLU ANYIGBE,2012,RICE,353.00,2.53,893.09
VOLTA,NORTH TONGU,2012,CASSAVA,2875.00,15.46,44447.50
