REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT),TOTAL RAINFALL(MM),,
BRONG AHAFO,DORMA AHENKRO,1/1/2011,COCOYAM,"4,508.00",5.5,"24,794.00",823,,
BRONG AHAFO,BEREKUM,1/1/2011,COCOYAM,"4,633.00",6.89,"31,921.37",823,,
BRONG AHAFO,TANO NORTH,1/1/2011,COCOYAM,"1,757.00",6.32,"11,104.24",823,,
BRONG AHAFO,TANO SOUTH,1/1/2011,COCOYAM,"2,376.00",6.3,"14,968.80",823,,
BRONG AHAFO,NKORANZA,1/1/2011,COCOYAM,588,4.1,"2,410.80",823,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2011,COCOYAM,"2,570.00",5.89,"15,137.30",823,,
BRONG AHAFO,ASUNAFO NORTH,1/1/2011,COCOYAM,"3,701.00",7.63,"28,238.63",823,,
BRONG AHAFO,ASUNAFO SOUTH,1/1/2011,COCOYAM,"8,795.00",7.54,"66,314.30",823,,
BRONG AHAFO,JAMAN NORTH,1/1/2011,COCOYAM,873,7.05,"6,154.65",823,,
BRONG AHAFO,JAMAN SOUTH,1/1/2011,COCOYAM,"2,520.00",6.98,"17,589.60",823,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2011,COCOYAM,213,5,"1,065.00",823,,
BRONG AHAFO,KINTAMPO SOUTH,1/1/2011,COCOYAM,350,5.5,"1,925.00",823,,
BRONG AHAFO, SUNYANI MUNICIPAL ,1/1/2011,PLANTAIN,"5,552.00",12.11,"67,234.72",823,,
BRONG AHAFO,ASUTIFI,1/1/2011,PLANTAIN,"18,549.00",16.85,"312,550.65",823,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2011,PLANTAIN,965,7.58,"7,314.70",823,,
BRONG AHAFO,DORMA AHENKRO,1/1/2011,PLANTAIN,"4,558.00",10.2,"46,491.60",823,,
BRONG AHAFO,BEREKUM,1/1/2011,PLANTAIN,"3,397.00",9.74,"33,086.78",823,,
BRONG AHAFO,TANO NORTH,1/1/2011,PLANTAIN,"4,070.00",12.44,"50,630.80",823,,
BRONG AHAFO,TANO SOUTH,1/1/2011,PLANTAIN,"4,100.00",12.02,"49,282.00",823,,
BRONG AHAFO,NKORANZA,1/1/2011,PLANTAIN,515,7.2,"3,708.00",823,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2011,PLANTAIN,"8,210.00",9.98,"81,935.80",823,,
BRONG AHAFO,ASUNAFO NORTH,1/1/2011,PLANTAIN,"10,410.00",18.21,"189,566.10",823,,
BRONG AHAFO,ASUNAFO SOUTH,1/1/2011,PLANTAIN,"10,670.00",19.3,"205,931.00",823,,
BRONG AHAFO,JAMAN NORTH,1/1/2011,PLANTAIN,521,9,"4,689.00",823,,
BRONG AHAFO,JAMAN SOUTH,1/1/2011,PLANTAIN,"1,221.00",8.5,"10,378.50",823,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2011,PLANTAIN,45,6.8,306,823,,
BRONG AHAFO,KINTAMPO SOUTH,1/1/2011,PLANTAIN,51,7.96,405.96,823,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2011,PLANTAIN,10,0.8,8,823,,
BRONG AHAFO,TAIN,1/1/2011,PLANTAIN,57,6.5,370.5,823,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2011,GROUNDNUT,755,0.8,604,823,,
BRONG AHAFO,SENE,1/1/2011,GROUNDNUT,"2,880.00",1.08,"3,110.40",823,,
BRONG AHAFO,NKORANZA,1/1/2011,GROUNDNUT,"1,905.00",0.9,"1,714.50",823,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2011,GROUNDNUT,659,0.89,586.51,823,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2011,GROUNDNUT,"1,910.00",1.32,"2,521.20",823,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2011,GROUNDNUT,"1,424.00",1.52,"2,164.48",823,,
BRONG AHAFO,PRU,1/1/2011,GROUNDNUT,"1,594.00",1.43,"2,279.42",823,,
BRONG AHAFO,TAIN,1/1/2011,GROUNDNUT,595,1.2,714,823,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2011,COWPEA,"2,253.00",0.85,"1,915.05",823,,
BRONG AHAFO,NKORANZA,1/1/2011,COWPEA,"2,687.00",0.8,"2,149.60",823,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2011,COWPEA,980,1.09,"1,068.20",823,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2011,COWPEA,850,1.2,"1,020.00",823,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2011,COWPEA,470,1.25,587.5,823,,
BRONG AHAFO,TAIN,1/1/2011,COWPEA,450,1.2,540,823,,
UPPER WEST,WA WEST,1/1/2011,MILLET,"6,838.10",0.4,"2,735.24",523,,
UPPER WEST,WA EAST,1/1/2011,MILLET,"6,476.19",0.75,"4,857.14",523,,
UPPER WEST,WA MUNICIPAL,1/1/2011,MILLET,"6,600.00",1.04,"6,886.96",523,,
UPPER WEST,LAWRA,1/1/2011,MILLET,"12,190.48",1.2,"14,628.57",523,,
UPPER WEST,SISSALA EAST,1/1/2011,MILLET,"4,342.86",1.7,"7,382.86",523,,
UPPER WEST,SISSALA WEST,1/1/2011,MILLET,"4,619.05",0.9,"4,157.14",523,,
UPPER WEST,JIRAPA-LAMBUSSIE,1/1/2011,MILLET,"13,754.00",0.4,"5,501.60",523,,
UPPER WEST,NADOWLI,1/1/2011,MILLET,"9,085.71",0.9,"8,177.14",523,,
UPPER WEST,WA WEST,1/1/2011,SORGHUM,"6,461.54",0.7,"4,523.08",523,,
UPPER WEST,WA EAST,1/1/2011,SORGHUM,"3,920.00",0.8,"3,136.00",523,,
UPPER WEST,WA MUNICIPAL,1/1/2011,SORGHUM,"6,107.69",0.9,"5,496.92",523,,
UPPER WEST,LAWRA,1/1/2011,SORGHUM,"39,495.91",0.88,"34,756.40",523,,
UPPER WEST,SISSALA EAST,1/1/2011,SORGHUM,985,1.2,"1,182.00",523,,
UPPER WEST,SISSALA WEST,1/1/2011,SORGHUM,"8,492.31",0.8,"6,793.85",523,,
UPPER WEST,JIRAPA-LAMBUSSIE,1/1/2011,SORGHUM,"17,853.00",0.54,"9,613.15",523,,
UPPER WEST,NADOWLI,1/1/2011,SORGHUM,"18,123.08",0.85,"15,334.91",523,,
UPPER WEST,WA WEST,1/1/2011,GROUNDNUT,"19,030.00",1.4,"26,642.00",523,,
UPPER WEST,WA EAST,1/1/2011,GROUNDNUT,"12,495.00",1.1,"13,744.50",523,,
UPPER WEST,WA MUNICIPAL,1/1/2011,GROUNDNUT,"15,320.00",1.2,"18,384.00",523,,
UPPER WEST,LAWRA,1/1/2011,GROUNDNUT,"15,790.20",1.4,"22,106.28",523,,
UPPER WEST,SISSALA EAST,1/1/2011,GROUNDNUT,"10,980.00",1.3,"14,274.00",523,,
UPPER WEST,SISSALA WEST,1/1/2011,GROUNDNUT,"7,850.00",1.6,"12,560.00",523,,
UPPER WEST,JIRAPA-LAMBUSSIE,1/1/2011,GROUNDNUT,"21,320.00",1.3,"27,716.00",523,,
UPPER WEST,NADOWLI,1/1/2011,GROUNDNUT,"29,820.00",0.9,"26,838.00",523,,
UPPER WEST,WA WEST,1/1/2011,COWPEA,"4,608.00",1,"4,608.00",523,,
UPPER WEST,WA EAST,1/1/2011,COWPEA,"5,292.00",0.9,"4,762.80",523,,
UPPER WEST,WA MUNICIPAL,1/1/2011,COWPEA,"4,296.00",1.3,"5,584.80",523,,
UPPER WEST,LAWRA,1/1/2011,COWPEA,"4,680.00",1.3,"6,084.00",523,,
UPPER WEST,SISSALA EAST,1/1/2011,COWPEA,"10,368.00",1.1,"11,404.80",523,,
UPPER WEST,SISSALA WEST,1/1/2011,COWPEA,"11,100.00",1.1,"12,210.00",523,,
UPPER WEST,JIRAPA-LAMBUSSIE,1/1/2011,COWPEA,"11,959.50",1,"11,959.50",523,,
UPPER WEST,NADOWLI,1/1/2011,COWPEA,"23,652.00",1.2,"28,382.40",523,,
UPPER EAST,BUILSA,1/1/2011,MILLET,"8,850.00",0.89,"7,876.50",665,,
UPPER EAST,KASINA-NANKANA,1/1/2011,MILLET,"11,000.00",0.8,"8,800.00",665,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2011,MILLET,"4,540.00",0.97,"4,403.80",665,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2011,MILLET,"11,750.00",1,"11,750.00",665,,
UPPER EAST,BAWKU WEST,1/1/2011,MILLET,"8,520.00",0.9,"7,668.00",665,,
UPPER EAST,BONGO,1/1/2011,MILLET,"3,530.00",0.68,"2,400.40",665,,
UPPER EAST,GARU TEMPANE,1/1/2011,MILLET,"7,640.00",0.64,"4,889.60",665,,
UPPER EAST,TALENSI NABDAM,1/1/2011,MILLET,"4,270.00",0.64,"2,732.80",665,,
UPPER EAST,BUILSA,1/1/2011,SORGHUM,"9,280.00",1,"9,280.00",665,,
UPPER EAST,KASINA-NANKANA,1/1/2011,SORGHUM,"15,060.00",1.42,"21,385.20",665,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2011,SORGHUM,"4,420.00",1.01,"4,464.20",665,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2011,SORGHUM,"8,690.00",0.8,"6,952.00",665,,
UPPER EAST,BAWKU WEST,1/1/2011,SORGHUM,"11,620.00",0.98,"11,387.60",665,,
UPPER EAST,BONGO,1/1/2011,SORGHUM,"5,460.00",0.73,"3,985.80",665,,
UPPER EAST,GARU TEMPANE,1/1/2011,SORGHUM,"7,800.00",0.95,"7,410.00",665,,
UPPER EAST,TALENSI NABDAM,1/1/2011,SORGHUM,"3,900.00",1.2,"4,680.00",665,,
UPPER EAST,BUILSA,1/1/2011,GROUNDNUT,"9,200.00",1.2,"11,040.00",665,,
UPPER EAST,KASINA-NANKANA,1/1/2011,GROUNDNUT,"14,290.00",0.5,"7,145.00",665,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2011,GROUNDNUT,"10,350.00",0.79,"8,176.50",665,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2011,GROUNDNUT,"16,010.00",0.7,"11,207.00",665,,
UPPER EAST,BAWKU WEST,1/1/2011,GROUNDNUT,"9,460.00",0.9,"8,514.00",665,,
UPPER EAST,BONGO,1/1/2011,GROUNDNUT,"6,350.00",0.64,"4,064.00",665,,
UPPER EAST,GARU TEMPANE,1/1/2011,GROUNDNUT,"5,850.00",0.35,"2,047.50",665,,
UPPER EAST,TALENSI NABDAM,1/1/2011,GROUNDNUT,"4,330.00",1,"4,330.00",665,,
UPPER EAST,BUILSA,1/1/2011,COWPEA,"3,440.00",0.4,"1,376.00",665,,
UPPER EAST,KASINA-NANKANA,1/1/2011,COWPEA,"1,670.00",0.6,"1,002.00",665,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2011,COWPEA,"3,200.00",0.46,"1,472.00",665,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2011,COWPEA,"3,440.00",0.6,"2,064.00",665,,
UPPER EAST,BAWKU WEST,1/1/2011,COWPEA,"4,580.00",1,"4,580.00",665,,
UPPER EAST,BONGO,1/1/2011,COWPEA,"1,560.00",1,"1,560.00",665,,
UPPER EAST,GARU TEMPANE,1/1/2011,COWPEA,"5,500.00",0.52,"2,860.00",665,,
UPPER EAST,TALENSI NABDAM,1/1/2011,COWPEA,"2,490.00",0.4,996,665,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2012,MAIZE,720,1.13,813.6,1298,,
WESTERN,SHAMA ,1/1/2012,MAIZE,370,1.11,410.7,1298,,
WESTERN,AHANTA WEST,1/1/2012,MAIZE,"1,490.00",1.17,"1,743.30",1298,,
WESTERN,MPORHOR WASSA EAST,1/1/2012,MAIZE,"2,060.00",1.33,"2,739.80",1298,,
WESTERN,TARKWA NSUAEM,1/1/2012,MAIZE,"1,200.00",1.2,"1,440.00",1298,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2012,MAIZE,"1,250.00",1.21,"1,512.50",1298,,
WESTERN,NZEMA EAST,1/1/2012,MAIZE,"1,650.00",1.35,"2,227.50",1298,,
WESTERN,ELLEMBELE,1/1/2012,MAIZE,810,1.27,"1,028.70",1298,,
WESTERN,JOMORO,1/1/2012,MAIZE,920,1.28,"1,177.60",1298,,
WESTERN,AMENFI EAST,1/1/2012,MAIZE,"4,670.00",1.4,"6,538.00",1298,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2012,MAIZE,"4,340.00",1.42,"6,162.80",1298,,
WESTERN,AOWIN -SUAMAN,1/1/2012,MAIZE,"7,875.00",1.49,"11,733.75",1298,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2012,MAIZE,"4,740.00",1.43,"6,778.20",1298,,
WESTERN,SEFWI-WIAWSO,1/1/2012,MAIZE,"5,270.00",1.48,"7,799.60",1298,,
WESTERN,AKONTOMBRA,1/1/2012,MAIZE,"3,775.00",1.45,"5,473.75",1298,,
WESTERN,BIA,1/1/2012,MAIZE,"5,241.00",2.75,"14,412.75",1298,,
WESTERN,JUABESO,1/1/2012,MAIZE,"7,080.00",1.53,"10,832.40",1298,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2012,RICE,90,1,90,1298,,
WESTERN,SHAMA ,1/1/2012,RICE,110,1.14,125.4,1298,,
WESTERN,AHANTA WEST,1/1/2012,RICE,110,1.2,132,1298,,
WESTERN,MPORHOR WASSA EAST,1/1/2012,RICE,119,1.21,143.99,1298,,
WESTERN,TARKWA NSUAEM,1/1/2012,RICE,905,1.18,"1,067.90",1298,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2012,RICE,"1,192.00",1.21,"1,442.32",1298,,
WESTERN,NZEMA EAST,1/1/2012,RICE,301,1.2,361.2,1298,,
WESTERN,ELLEMBELE,1/1/2012,RICE,780,1.13,881.4,1298,,
WESTERN,JOMORO,1/1/2012,RICE,"1,000.00",1.2,"1,200.00",1298,,
WESTERN,AMENFI EAST,1/1/2012,RICE,"1,225.00",1.18,"1,445.50",1298,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2012,RICE,"1,432.00",1,"1,432.00",1298,,
WESTERN,AOWIN -SUAMAN,1/1/2012,RICE,"1,825.00",1.35,"2,463.75",1298,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2012,RICE,"1,655.00",1.15,"1,903.25",1298,,
WESTERN,SEFWI-WIAWSO,1/1/2012,RICE,"2,810.00",1.35,"3,793.50",1298,,
WESTERN,AKONTOMBRA,1/1/2012,RICE,"1,250.00",1.22,"1,525.00",1298,,
WESTERN,BIA,1/1/2012,RICE,"2,100.00",1.31,"2,751.00",1298,,
WESTERN,JUABESO,1/1/2012,RICE,"2,905.00",1.62,"4,706.10",1298,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2012,CASSAVA,"1,750.00",7.58,"13,265.00",1298,,
WESTERN,SHAMA ,1/1/2012,CASSAVA,"1,455.00",10.2,"14,841.00",1298,,
WESTERN,AHANTA WEST,1/1/2012,CASSAVA,"4,160.00",9.21,"38,313.60",1298,,
WESTERN,MPORHOR WASSA EAST,1/1/2012,CASSAVA,"5,760.00",10.57,"60,883.20",1298,,
WESTERN,TARKWA NSUAEM,1/1/2012,CASSAVA,"3,985.00",7.2,"28,692.00",1298,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2012,CASSAVA,"2,182.00",9.7,"21,165.40",1298,,
WESTERN,NZEMA EAST,1/1/2012,CASSAVA,"5,940.00",8.7,"51,678.00",1298,,
WESTERN,ELLEMBELE,1/1/2012,CASSAVA,"3,243.00",8.12,"26,333.16",1298,,
WESTERN,JOMORO,1/1/2012,CASSAVA,"4,840.00",9.4,"45,496.00",1298,,
WESTERN,AMENFI EAST,1/1/2012,CASSAVA,"5,310.00",8.5,"45,135.00",1298,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2012,CASSAVA,"3,560.00",9.35,"33,286.00",1298,,
WESTERN,AOWIN -SUAMAN,1/1/2012,CASSAVA,"11,280.00",8,"90,240.00",1298,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2012,CASSAVA,"7,500.00",10,"75,000.00",1298,,
WESTERN,SEFWI-WIAWSO,1/1/2012,CASSAVA,"5,740.00",10.5,"60,270.00",1298,,
WESTERN,AKONTOMBRA,1/1/2012,CASSAVA,"4,210.00",7.44,"31,322.40",1298,,
WESTERN,BIA,1/1/2012,CASSAVA,"2,637.00",7.23,"19,065.51",1298,,
WESTERN,JUABESO,1/1/2012,CASSAVA,"5,840.00",10.7,"62,488.00",1298,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2012,YAM,35,4.8,168,1298,,
WESTERN,SHAMA ,1/1/2012,YAM,50,3.85,192.5,1298,,
WESTERN,AHANTA WEST,1/1/2012,YAM,35,4.7,164.5,1298,,
WESTERN,MPORHOR WASSA EAST,1/1/2012,YAM,210,4.9,"1,029.00",1298,,
WESTERN,TARKWA NSUAEM,1/1/2012,YAM,190,5.85,"1,111.50",1298,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2012,YAM,105,5.9,619.5,1298,,
WESTERN,NZEMA EAST,1/1/2012,YAM,40,4.75,190,1298,,
WESTERN,ELLEMBELE,1/1/2012,YAM,30,3.9,117,1298,,
WESTERN,JOMORO,1/1/2012,YAM,25,4.85,121.25,1298,,
WESTERN,AMENFI EAST,1/1/2012,YAM,540,7.4,"3,996.00",1298,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2012,YAM,610,7,"4,270.00",1298,,
WESTERN,AOWIN -SUAMAN,1/1/2012,YAM,850,7.1,"6,035.00",1298,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2012,YAM,"2,610.00",7.85,"20,488.50",1298,,
WESTERN,SEFWI-WIAWSO,1/1/2012,YAM,"1,740.00",8.95,"15,573.00",1298,,
WESTERN,AKONTOMBRA,1/1/2012,YAM,"1,320.00",7.5,"9,900.00",1298,,
WESTERN,BIA,1/1/2012,YAM,"1,552.00",7.5,"11,640.00",1298,,
WESTERN,JUABESO,1/1/2012,YAM,"1,780.00",10.25,"18,245.00",1298,,
CENTRAL,UPPER DENKYIRA EAST,1/1/2012,MAIZE,"4,113.00",1.8,"7,403.40",1029,,
CENTRAL,UPPER DENKYIRA WEST,1/1/2012,MAIZE,"6,170.00",1.85,"11,414.50",1029,,
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1/1/2012,MAIZE,"5,235.00",2.41,"12,616.35",1029,,
CENTRAL,ASSIN SOUTH,1/1/2012,MAIZE,"3,730.00",2.7,"10,071.00",1029,,
CENTRAL,ASSIN NORTH,1/1/2012,MAIZE,"11,758.00",1.51,"17,754.58",1029,,
CENTRAL,ABURA-ASEBU-KWAMANKESE,1/1/2012,MAIZE,"4,912.36",2.1,"10,315.96",1029,,
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1/1/2012,MAIZE,"5,520.00",2.25,"12,420.00",1029,,
CENTRAL,MFANTSIMAN,1/1/2012,MAIZE,"7,417.00",2.18,"16,169.06",1029,,
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1/1/2012,MAIZE,"14,276.00",1.7,"24,269.20",1029,,
CENTRAL,AJUMAKO-ENYAN-ESIAM,1/1/2012,MAIZE,"4,890.00",1.98,"9,682.20",1029,,
CENTRAL,EFFUTU (WINNEBA),1/1/2012,MAIZE,"6,209.00",1.73,"10,741.57",1029,,
CENTRAL,AWUTU-SENYA,1/1/2012,MAIZE,"11,530.00",1.73,"19,946.90",1029,,
CENTRAL,GOMOA WEST,1/1/2012,MAIZE,"2,793.00",1.9,"5,306.70",1029,,
CENTRAL,GOMOA EAST,1/1/2012,MAIZE,"3,413.00",1.9,"6,484.70",1029,,
CENTRAL,CAPE COAST,1/1/2012,MAIZE,"8,218.00",1.25,"10,272.50",1029,,
CENTRAL,AGONA WEST (SWEDRU),1/1/2012,MAIZE,"2,400.00",1.5,"3,600.00",1029,,
CENTRAL,AGONA EAST,1/1/2012,MAIZE,"2,400.00",1.5,"3,600.00",1029,,
CENTRAL,UPPER DENKYIRA EAST,1/1/2012,RICE,233,1.05,244.65,1029,,
CENTRAL,UPPER DENKYIRA WEST,1/1/2012,RICE,432,1.05,453.6,1029,,
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1/1/2012,RICE,498,1.1,547.8,1029,,
CENTRAL,ASSIN SOUTH,1/1/2012,RICE,210,4,840,1029,,
CENTRAL,ASSIN NORTH,1/1/2012,RICE,104,3.76,391.04,1029,,
CENTRAL,ABURA-ASEBU-KWAMANKESE,1/1/2012,RICE,110,1.7,187,1029,,
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1/1/2012,RICE,44,1.3,57.2,1029,,
CENTRAL,GOMOA EAST,1/1/2012,RICE,100,5,500,1029,,
CENTRAL,UPPER DENKYIRA EAST,1/1/2012,CASSAVA,"2,582.00",18.7,"48,283.40",1029,,
CENTRAL,UPPER DENKYIRA WEST,1/1/2012,CASSAVA,"5,486.00",18.7,"102,588.20",1029,,
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1/1/2012,CASSAVA,"7,742.00",21.8,"168,775.60",1029,,
CENTRAL,ASSIN SOUTH,1/1/2012,CASSAVA,"3,472.00",35.85,"124,471.20",1029,,
CENTRAL,ASSIN NORTH,1/1/2012,CASSAVA,"6,194.00",13.68,"84,733.92",1029,,
CENTRAL,ABURA-ASEBU-KWAMANKESE,1/1/2012,CASSAVA,"4,596.92",8.24,"37,878.62",1029,,
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1/1/2012,CASSAVA,"5,120.00",14.5,"74,240.00",1029,,
CENTRAL,MFANTSIMAN,1/1/2012,CASSAVA,"9,821.00",13.98,"137,297.58",1029,,
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1/1/2012,CASSAVA,"16,078.00",15,"241,170.00",1029,,
CENTRAL,AJUMAKO-ENYAN-ESIAM,1/1/2012,CASSAVA,"4,972.00",16.57,"82,386.04",1029,,
CENTRAL,EFFUTU (WINNEBA),1/1/2012,CASSAVA,"8,868.00",13.44,"119,185.92",1029,,
CENTRAL,AWUTU-SENYA,1/1/2012,CASSAVA,"21,713.00",13.44,"291,822.72",1029,,
CENTRAL,GOMOA WEST,1/1/2012,CASSAVA,"1,465.00",15.53,"22,751.45",1029,,
CENTRAL,GOMOA EAST,1/1/2012,CASSAVA,"2,720.00",15.53,"42,241.60",1029,,
CENTRAL,CAPE COAST,1/1/2012,CASSAVA,"7,339.00",16.8,"123,295.20",1029,,
CENTRAL,AGONA WEST (SWEDRU),1/1/2012,CASSAVA,"2,314.00",15,"34,710.00",1029,,
CENTRAL,AGONA EAST,1/1/2012,CASSAVA,"1,894.00",15,"28,410.00",1029,,
CENTRAL,UPPER DENKYIRA EAST,1/1/2012,YAM,156,5.12,798.72,1029,,
CENTRAL,UPPER DENKYIRA WEST,1/1/2012,YAM,253,5.12,"1,295.36",1029,,
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1/1/2012,YAM,352,4.1,"1,443.20",1029,,
CENTRAL,ASSIN SOUTH,1/1/2012,YAM,64,6.22,398.08,1029,,
CENTRAL,ASSIN NORTH,1/1/2012,YAM,319,5.5,"1,754.50",1029,,
CENTRAL,ABURA-ASEBU-KWAMANKESE,1/1/2012,YAM,517,6.3,"3,257.10",1029,,
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1/1/2012,YAM,20.05,5.5,110.28,1029,,
CENTRAL,AJUMAKO-ENYAN-ESIAM,1/1/2012,YAM,620,4.22,"2,616.40",1029,,
CENTRAL,EFFUTU (WINNEBA),1/1/2012,YAM,62,5.64,349.68,1029,,
CENTRAL,AWUTU-SENYA,1/1/2012,YAM,145,5.64,817.8,1029,,
CENTRAL,GOMOA WEST,1/1/2012,YAM,31,6.17,191.27,1029,,
CENTRAL,GOMOA EAST,1/1/2012,YAM,31,6.17,191.27,1029,,
CENTRAL,AGONA WEST (SWEDRU),1/1/2012,YAM,208,8.6,"1,788.80",1029,,
CENTRAL,AGONA EAST,1/1/2012,YAM,192,8.6,"1,651.20",1029,,
EASTERN,BIRIM SOUTH,1/1/2012,MAIZE,"6,145.00",2.5,"15,362.50",1204,,
EASTERN,BIRIM CENTRAL,1/1/2012,MAIZE,"8,750.00",2.5,"21,875.00",1204,,
EASTERN,WEST AKIM,1/1/2012,MAIZE,"14,158.00",3.44,"48,703.52",1204,,
EASTERN,SUHUM KRABOA COALTAR,1/1/2012,MAIZE,"8,562.00",2.2,"18,836.40",1204,,
EASTERN,AKUAPIM SOUTH,1/1/2012,MAIZE,"6,728.00",2.25,"15,138.00",1204,,
EASTERN,AKUAPIM NORTH,1/1/2012,MAIZE,"9,303.00",2.4,"22,327.20",1204,,
EASTERN,NEW JUABEN,1/1/2012,MAIZE,"5,327.00",2.2,"11,719.40",1204,,
EASTERN,YILO KROBO,1/1/2012,MAIZE,"9,146.00",1.9,"17,377.40",1204,,
EASTERN,EAST AKIM,1/1/2012,MAIZE,"6,067.00",2.1,"12,740.70",1204,,
EASTERN,ATIWA,1/1/2012,MAIZE,"6,813.00",2.33,"15,874.29",1204,,
EASTERN,KWAEBIBIREM,1/1/2012,MAIZE,"6,753.00",2.4,"16,207.20",1204,,
EASTERN,BIRIM NORTH,1/1/2012,MAIZE,"4,564.00",2,"9,128.00",1204,,
EASTERN,AKYEMANSA,1/1/2012,MAIZE,"6,413.00",2,"12,826.00",1204,,
EASTERN,KWAHU WEST,1/1/2012,MAIZE,"4,175.00",2.2,"9,185.00",1204,,
EASTERN,KWAHU SOUTH,1/1/2012,MAIZE,"4,412.00",2.15,"9,485.80",1204,,
EASTERN,KWAHU EAST,1/1/2012,MAIZE,"3,005.00",2.15,"6,460.75",1204,,
EASTERN,FANTEAKWA,1/1/2012,MAIZE,"16,730.00",1.8,"30,114.00",1204,,
EASTERN,AFRAM PLAINS,1/1/2012,MAIZE,"27,120.00",2.5,"67,800.00",1204,,
EASTERN,ASUOGYAMAN,1/1/2012,MAIZE,"8,898.00",1.8,"16,016.40",1204,,
EASTERN,LOWER MANYA KROBO,1/1/2012,MAIZE,"5,360.00",2.05,"10,988.00",1204,,
EASTERN,UPPER MANYA KROBO,1/1/2012,MAIZE,"8,396.00",2.05,"17,211.80",1204,,
EASTERN,BIRIM SOUTH,1/1/2012,RICE,"1,240.00",3.3,"4,092.00",1204,,
EASTERN,BIRIM CENTRAL,1/1/2012,RICE,"1,670.00",3.3,"5,511.00",1204,,
EASTERN,WEST AKIM,1/1/2012,RICE,15,2.8,42,1204,,
EASTERN,EAST AKIM,1/1/2012,RICE,30,2.8,84,1204,,
EASTERN,ATIWA,1/1/2012,RICE,140,2.8,392,1204,,
EASTERN,KWAEBIBIREM,1/1/2012,RICE,860,3.3,"2,838.00",1204,,
EASTERN,BIRIM NORTH,1/1/2012,RICE,678,3.8,"2,576.40",1204,,
EASTERN,AKYEMANSA,1/1/2012,RICE,975,3.8,"3,705.00",1204,,
EASTERN,KWAHU WEST,1/1/2012,RICE,43,3.3,141.9,1204,,
EASTERN,FANTEAKWA,1/1/2012,RICE,15,, -   ,1204,,
EASTERN,AFRAM PLAINS,1/1/2012,RICE,90,2.5,225,1204,,
EASTERN,LOWER MANYA KROBO,1/1/2012,RICE,604,3.2,"1,932.80",1204,,
EASTERN,UPPER MANYA KROBO,1/1/2012,RICE,946,3.2,"3,027.20",1204,,
EASTERN,BIRIM SOUTH,1/1/2012,CASSAVA,"5,830.00",21,"122,430.00",1204,,
